ID	DOCULECT	CONCEPT	TRANSCRIPTION
32255	EkaiDaletYwaHaung-D-1	to dream	ɑ.mɑŋ.hmɯ
32256	KhulaiAyeChaungKwanwa-D-5	to dream	mɑŋ.ɑ.hmɯ
32257	DaituNyaungChaungYwa-D-4	to dream	ɑ.mɑŋ
32258	KhamawLakeKone-D-2	to dream	mɑŋ.ʃe.hə
32259	SaingbongAyoTaung-D-3	to dream	mɑŋ.tɑu.e
32260	SaingbongAnnChaungYonChaung-A	to dream	mɑuŋ.tɑu.e
32261	UppuKhaici-A	to dream	mɔŋ
32262	LaisawThuHtayKung-A	to dream	kə.mɔŋ.kə.m̥u
32263	LaisawMraukUTown-A	to dream	kə.mɔŋ.kə.m̥u
32264	HyowKongtuBoroKukyachariinRajasthali-A	to dream	ɔŋhŋɔ
32265	HyowLaituGhungurumukParainBandarban-A	to dream	ɔŋhŋɔ
32266	SonglaiHettui8KarchaungHettui-A	to dream	ŋ.mɑŋ
32267	SonglaiMaungUmSong1MaungUmSong-A	to dream	mɑŋ
32268	SonglaiLai2PyinLoneKyiLai-A	to dream	kɑ mɒŋ.mɑi
32269	SonglaiDoitu9MaungYwaDoitu-A	to dream	kɑ mɒŋ
32270	LaituKongtuHteinpin-A	to dream	[ʔɑ] mɑŋ
32271	LaituSangkai-A	to dream	mɑŋ me
32272	LaituKaikyi-A	to dream	mɑŋ (məi)
32273	Laitu-A	to dream	mɒŋ
32274	LaituAhongdong-A	to dream	(kɑ) mɑŋ (kɑ) m̥uʔ
32275	LaituNyuanNetKhwahsung-A	to dream	mɑŋ ɑ (ʔɑ) m̥uʔ
32276	LaituPharpyaw-A	to dream	mɑŋ (kɑ) m̥uʔ
32277	LaituPheithapyin-A	to dream	m̥ɑŋ m̥uʔ
32278	SumtuDookkan-A	to dream	mɒŋ.nɑk
32279	NggaKantthayung-A	to dream	ʔi ŋ.mɑŋ
32280	NggaHlaLawngPang-A	to dream	ŋ.mɑŋ
32281	KaangKruk-A	to dream	mɑŋ.mɑʔ kɨ
32282	ChangpyangChangPyang-A	to dream	mɑŋ.mɑŋ ʔɨn
32283	DaaiTuisip-A	to dream	mɑŋ
32284	DaaiAmsoi-A	to dream	ʔɑ mɑŋ hɑn hɑ
32285	DaaiKalim-A	to dream	mɑŋ.hɑn
32286	DaaiKaangKhinphong-A	to dream	mɑŋ.tʰɛ kɨ
32287	DaaiLowerKheng-A	to dream	ŋ.mɑŋ.ʃɛ ki
32288	DaaiMartu-A	to dream	ʔiʔ ŋ.mɑŋ
32289	DaaiRung-A	to dream	ʔɑ ŋ.mɑŋ ʔɑ ŋ.mɑŋ
32290	DaaiLingtuiLungtui-A	to dream	ʔɑ ŋ.mɑŋ
32291	DaaiAwisi-A	to dream	ʔɑ ŋ.mɑŋ ʔe
32292	DaaiNgxang5HungNghang-A	to dream	kɑ mɑŋ
32293	DaaiNgxang6KhengsanuNghang-A	to dream	ʔiʔ.mɑŋ.me
32294	DaaiNgxang7HmungtunuNghang-A	to dream	ŋ.mɑŋ.sʰɛ ki
32295	DaaiYet3BuchaungwaYet-A	to dream	ŋ.mɑŋ.ŋɔt ki
32296	DaaiYetHettui4MawsungkyiYet-A	to dream	kɑ ŋ.mɑŋ
32297	DaarYinduLontung-A	to dream	ᵑmɑn
32298	DaarYinduMsatui-A	to dream	ᵑmɑn
32299	DaaiTuili-A	to dream	ᵑmɑŋ sʰɛ ki
32300	DaaiMkuiimnu-A	to dream	ᵑmɑŋ sʰɛ ki
32301	DaaiBantoi-A	to dream	ᵑmɑŋ sʰɛ ki
32302	DaaiDuk-A	to dream	ᵑmɑŋ sʰɛ ki
32303	DaaiNghngiloor-A	to dream	ᵑmɑŋ sʰɛ k.ti
32304	RawngtuWeilong-A	to dream	mɑŋ ʃɑ tɨ
32305	RawngtuKyawnNam-A	to dream	mɑŋ ʃɑ tɑ
32306	RawngtuBoishi-A	to dream	mɑŋ ʃɑ kʰɨ
32307	RawngtuRamtim-A	to dream	mɑŋ mɑŋ kʰɨ
32308	MatuPhaneng-A	to dream	mɑŋ mɑl/mɑŋ
32309	MroKhimiAreong10KyaGaungvillageMrokhami-A	to dream	mɑ̃ tə.mɑ̃ diʔ
32310	AreongKuwa-A	to dream	iʔ.ʔɑ.mɑŋ.diʔ
32311	AreongKhuHlaing-A	to dream	mɑŋ.tɑ.mɑŋ.diʔ
32312	xenaAgYa-A	to dream	mɑŋ.kɑ.mɑŋ.diʔ
32313	XangtauNgaYoukKaing-A	to dream	mɑŋ.kɑ.mɑŋ.diʔ
32314	WakungAwaPyin-A	to dream	mɑŋ.kɑ.mɑŋ.dɛ
32315	WakungMarlar-A	to dream	mɑŋ.kɑ.mɑŋ.dɛ
32316	WakungMyaTay-A	to dream	mɑŋ.kɑ.mɑŋ.dɛ
32317	WakungKwaeChaung-A	to dream	mɑŋ.kɑ.mɑŋ.dɛ
32318	WakungLwinpuTaung-A	to dream	mɑŋ.kɑ.mɑŋ.dɛ
32319	MrusaDakKthiHl-A	to dream	mɑŋ.mi
32320	AsangLamoitong-A	to dream	ə.maŋ.əmaŋ.t̪ak
32321	Zotung-A	to dream	mɑŋ.sʰɑ
32322	HakhaHakhaTown-A	to dream	mɑŋ.ʔɑ.mɑ
32323	Mara-A	to dream	mɑ.ʔɑ.sʰə
32324	Zophei-A	to dream	mɑŋ
28727	TaungthaWethet-T-1	to drink	ʔɔ
28728	TaungthaThanpuya-T-2	to drink	ʔo
28729	TaungthaKyarOoYin-T-3	to drink	ʔo
28730	TaungthaYeShin-T-4	to drink	ʔo
28731	MaraNgaphaipi-T-6	to drink	ʔə.dɛi
28732	MaraLailenpi-T-5	to drink	ʔɑ.nɛi
28733	ThaiphumRengkheng-T-7	to drink	tui.ne
28734	BawmBahungTaung-T-8	to drink	din
28735	AshoKokanTan-A-1	to drink	ʔoʔ
28736	AshoPadekyawt-A-2	to drink	ʔoʔ
28737	AshoPadar-A-3	to drink	ʔouʔ
28738	AshoSalu-A-4	to drink	ʔoʔ
28739	AshoTarye-A-5	to drink	ʔoʔ
28740	AshoKankawTaung-A-6	to drink	ʔoʔ.kə
28741	AshoJatetaw-A-7	to drink	ʔouk
28742	AshoShinsawPyin-A-8	to drink	ʔok
28743	AshoKhamaungShaeTaing-A-9	to drink	ʔok
28744	AshoSaryeKwin-A-10	to drink	ʔɑu
28745	AshoLinde-A-11	to drink	ʔoʔ
28746	AshoTayPhyu-A-13	to drink	ʔoʔ
28747	TaungthaMie-U-1	to drink	oʔ
28748	UppuBuddhagarma-U-2	to drink	k.oʔ
28749	UppuKhaingzi-U-3	to drink	k.oʔ
28750	UppuChinLetmon-U-4	to drink	k.oʔ
28751	UppuKyinDwe-U-5	to drink	k.oʔ
28752	UppuYan-U-6	to drink	oʔ
28753	UppuNatkyi-U-7	to drink	tui.oʔ
28754	MayinnOwnwa-U-9	to drink	k.oʔ.kɔ
28755	LonpawKhoimalaung-U-9	to drink	ko.oʔ.kɔ
28756	MinkyaChi-U-10	to drink	k.oʔ
28757	DoituHetsawlay-U-11	to drink	k.ɔʔ
28758	LaituKhuasung-U-12	to drink	ʔ.ɔʔ
28759	LaituZaingchaung-U-13	to drink	k.ɔʔ
28760	LaituKruChaung-U-14	to drink	k.oʔ
28761	EkaiDaletYwaHaung-D-1	to drink	o.o
28762	KhulaiAyeChaungKwanwa-D-5	to drink	o
28763	DaituNyaungChaungYwa-D-4	to drink	o
28764	KhamawLakeKone-D-2	to drink	o.kə
28765	SaingbongAyoTaung-D-3	to drink	o.kə
28766	SaingbongAnnChaungYonChaung-A	to drink	o.kə
28767	UppuCintwe-A	to drink	[ʔɑ] ʔouk
28768	UppuSaw-A	to drink	[ʔɑ]  ʔoʔ
28769	UppuKhaici-A	to drink	(kɑ) ʔɔk
28770	AshoAungLan-A	to drink	ʔɔ [koʔ]
28771	LaisawThuHtayKung-A	to drink	kɔ.kɔi
28772	LaisawMraukUTown-A	to drink	kɔ.kɔi
28773	HyowKongtuBoroKukyachariinRajasthali-A	to drink	tɨnhɨp
28774	HyowLaituGhungurumukParainBandarban-A	to drink	tɨnhɨp
28775	SonglaiHettui8KarchaungHettui-A	to drink	kɑ ʔɔk
28776	SonglaiMaungUmSong1MaungUmSong-A	to drink	kɑ ʔɔk
28777	SonglaiLai2PyinLoneKyiLai-A	to drink	ʔɔk
28778	SonglaiDoitu9MaungYwaDoitu-A	to drink	kɑ ʔɔk
28779	LaituKongtuHteinpin-A	to drink	kɑ ʔɔk
28780	LaituSangkai-A	to drink	(ʔɑ) ʔok
28781	LaituKaikyi-A	to drink	(kɑ) ʔɔk
28782	Laitu-A	to drink	(kɑ) ʔɔk
28783	LaituAhongdong-A	to drink	(ʔɑ) ʔɔk
28784	LaituNyuanNetKhwahsung-A	to drink	(ʔɑ) ʔɔk
28785	LaituPharpyaw-A	to drink	(kɑ) ʔɔk (e)
28786	LaituPheithapyin-A	to drink	(kɑ) ʔɔk
28787	SumtuDookkan-A	to drink	(kɑ) ʔɔk
28788	NggaKantthayung-A	to drink	ʔɔ kɨ
28789	NggaHlaLawngPang-A	to drink	ʔɔk
28790	KaangKruk-A	to drink	ʔɔ kɨ
28791	ChangpyangChangPyang-A	to drink	(kɑ) ʔɔ ʔɨn
28792	DaaiTuisip-A	to drink	ʔo
28793	DaaiAmsoi-A	to drink	ʔɔ nɨŋ
28794	DaaiKalim-A	to drink	ʔɔ
28795	DaaiKaangKhinphong-A	to drink	ʔɔ kɨ
28796	DaaiLowerKheng-A	to drink	ʔɔ ki
28797	DaaiMartu-A	to drink	ʔɔ kʰi
28798	DaaiRung-A	to drink	ʔɑ ʔɔk
28799	DaaiLingtuiLungtui-A	to drink	ʔo
28800	DaaiAwisi-A	to drink	ʔɑ k.ʔo
28801	DaaiNgxang5HungNghang-A	to drink	kɑ ʔɔk
28802	DaaiNgxang6KhengsanuNghang-A	to drink	kɑ ʔok
28803	DaaiNgxang7HmungtunuNghang-A	to drink	kɑ ʔɔk ki
28804	DaaiYet3BuchaungwaYet-A	to drink	kɑ ʔok
28805	DaaiYetHettui4MawsungkyiYet-A	to drink	kɑ ʔɔk
28806	DaarYinduLontung-A	to drink	ʔɔk
28807	DaarYinduMsatui-A	to drink	kɑ ʔɔ
28808	DaaiTuili-A	to drink	ʔɔ(k) ki
28809	DaaiMkuiimnu-A	to drink	ʔɔ(k) ki
28810	DaaiBantoi-A	to drink	ʔɔ(k) ki
28811	DaaiDuk-A	to drink	ʔɔ(k) ki
28812	DaaiNghngiloor-A	to drink	ʔɔ(k) k.ti
28813	MuunNgMenSheetHmawi-A	to drink	ʔɔ/k/ [ki]
28814	MuunNituShingBawk-A	to drink	ʔo/k/  [sɨ]
28815	NgGah-A	to drink	ʔɔ/k/  [kɨ]
28816	DaaiKhengLowerKheng-A	to drink	ʔɔ [ki]
28817	KaangKruk-A	to drink	ʔɔ [kɨ]
28818	DaaiMatupiReung-A	to drink	[ʔɑ] ʔok
28819	DaaiPaletwaMuntunu-A	to drink	ʔɔk [ti]
28820	MatuHaltu-A	to drink	ʔɔ [ʔɨŋ]
28821	RawngtuWeilong-A	to drink	ʔɔ tɨ
28822	RawngtuKyawnNam-A	to drink	ʔo tɑ
28823	RawngtuBoishi-A	to drink	ʔɔ kʰɨ
28824	RawngtuRamtim-A	to drink	ʔɔ kʰɨ
28825	MatuNgala-A	to drink	ʔok
28826	MatuLangleTamtlaih-A	to drink	[ʔɑ] ʔok
28827	MatuPhaneng-A	to drink	ʔok
28828	MatuNgaleng-A	to drink	ʔok
28829	MatuVuitu-A	to drink	ʔok
28830	MatuNgatu-A	to drink	[ʔɑ] ʔok
28831	MatuValang-A	to drink	[ʔɑ] ʔɔk
28832	RungtuNorthThanpaya-A	to drink	[ʔɑ] ʔo
28833	RungtuCentralHtanpinkung-A	to drink	[ʔɑ] ʔɔ
28834	MroKhimiAreong10KyaGaungvillageMrokhami-A	to drink	ne diʔ
28835	AreongKuwa-A	to drink	nei.diʔ
28836	AreongKhuHlaing-A	to drink	nei.diʔ
28837	xenaAgYa-A	to drink	nɛi.diʔ
28838	XangtauNgaYoukKaing-A	to drink	nɑi.diʔ
28839	WakungAwaPyin-A	to drink	nei.dɛ
28840	WakungMarlar-A	to drink	nei.dɛ
28841	WakungMyaTay-A	to drink	nei.dɛ
28842	WakungKwaeChaung-A	to drink	nei.dɛ
28843	WakungLwinpuTaung-A	to drink	nei.dɛ
28844	MrusaDakKthiHl-A	to drink	kʰam.mi
28845	KhenlakLuivang-A	to drink	nek
28846	AsangLamoitong-A	to drink	nek
28847	RengcaDaiHnan-A	to drink	[ʔɑ] nek
28848	Zotung-A	to drink	niɑ
28849	HakhaHakhaTown-A	to drink	dim
28850	Mara-A	to drink	ʔɑ.dei
28851	Zophei-A	to drink	dim
28852	ThaiphumRengKheng-A	to drink	ne
8414	TaungthaWethet-T-1	to dry (rice)	tɑ.pʰɔ
8415	TaungthaThanpuya-T-2	to dry (rice)	ʔɑ.pʰo
8416	TaungthaKyarOoYin-T-3	to dry (rice)	ʔɑ.pʰo
8417	TaungthaYeShin-T-4	to dry (rice)	ʔɑ.pʰɔ
8418	MaraNgaphaipi-T-6	to dry (rice)	ʔɑ.mə.zɔ/ʔɑ.pə.ʔɑi
8419	MaraLailenpi-T-5	to dry (rice)	mə.zə
8420	ThaiphumRengkheng-T-7	to dry (rice)	sə.kɑŋ.vouʔ
8421	BawmBahungTaung-T-8	to dry (rice)	pʰɑu
8422	AshoKokanTan-A-1	to dry (rice)	pʰə
8423	AshoPadekyawt-A-2	to dry (rice)	pʰə
8424	AshoPadar-A-3	to dry (rice)	pʰə
8425	AshoSalu-A-4	to dry (rice)	ʔɑ.pʰə
8426	AshoTarye-A-5	to dry (rice)	pʰə
8427	AshoKankawTaung-A-6	to dry (rice)	pʰə
8428	AshoJatetaw-A-7	to dry (rice)	ʔɑ.pʰə
8429	AshoShinsawPyin-A-8	to dry (rice)	pʰə
8430	AshoKhamaungShaeTaing-A-9	to dry (rice)	pʰə
8431	AshoSaryeKwin-A-10	to dry (rice)	pʰə
8432	AshoLinde-A-11	to dry (rice)	pʰə
8433	AshoTayPhyu-A-13	to dry (rice)	pʰə
8434	TaungthaMie-U-1	to dry (rice)	t.ʔɑ.pʰɔ
8435	UppuBuddhagarma-U-2	to dry (rice)	tʃʰɯn.ɡɑŋ
8436	UppuKhaingzi-U-3	to dry (rice)	ʃɯn.kɑŋ/ʔɑ.pʰə
8437	UppuChinLetmon-U-4	to dry (rice)	tʃʰɯn.kɑŋ.pʰə
8438	UppuKyinDwe-U-5	to dry (rice)	sɔŋ.kə.pʰə
8439	UppuYan-U-6	to dry (rice)	sɔŋ.pʰə
8440	UppuNatkyi-U-7	to dry (rice)	sɔŋ.pʰə
8441	MayinnOwnwa-U-9	to dry (rice)	sɔŋ.ʔɑ.pʰə.ʔɑ
8442	LonpawKhoimalaung-U-9	to dry (rice)	ʔ.pʰo
8443	MinkyaChi-U-10	to dry (rice)	sɔŋ.kə.pʰo
8444	DoituHetsawlay-U-11	to dry (rice)	k.pʰə
8445	LaituKhuasung-U-12	to dry (rice)	pʰən
8446	LaituZaingchaung-U-13	to dry (rice)	pʰən
8447	LaituKruChaung-U-14	to dry (rice)	kɑŋ.pʰə
8448	EkaiDaletYwaHaung-D-1	to dry (rice)	ɑ.pʰə
8449	KhulaiAyeChaungKwanwa-D-5	to dry (rice)	ɑ.pʰə
8450	DaituNyaungChaungYwa-D-4	to dry (rice)	ɑ.pʰə
8451	KhamawLakeKone-D-2	to dry (rice)	ɑ.pʰə
8452	SaingbongAyoTaung-D-3	to dry (rice)	ɑ.pʰə
8453	SaingbongAnnChaungYonChaung-A	to dry (rice)	pʰɯ
8454	UppuKhaici-A	to dry (rice)	(ʔɑ) pʰəu
8455	LaisawThuHtayKung-A	to dry (rice)	kɑ.pʰou
8456	LaisawMraukUTown-A	to dry (rice)	kɑ.pʰou
8457	HyowKongtuBoroKukyachariinRajasthali-A	to dry (rice)	imhlɔŋtʃa
8458	HyowLaituGhungurumukParainBandarban-A	to dry (rice)	imhlɔŋtʃa
8459	SonglaiHettui8KarchaungHettui-A	to dry (rice)	sɑŋ.pʰou
8460	SonglaiMaungUmSong1MaungUmSong-A	to dry (rice)	sɑŋ pʰo
8461	SonglaiLai2PyinLoneKyiLai-A	to dry (rice)	ʔɑ pʰou
8462	SonglaiDoitu9MaungYwaDoitu-A	to dry (rice)	sɑŋ.pʰəu
8463	LaituKongtuHteinpin-A	to dry (rice)	pʰəu
8464	LaituSangkai-A	to dry (rice)	(ʔɑ) pʰou
8465	LaituKaikyi-A	to dry (rice)	(ʔɑ) pʰəu
8466	Laitu-A	to dry (rice)	(ʔɑ) pʰə
8467	LaituAhongdong-A	to dry (rice)	(ʔɑ) pʰəu
8468	LaituNyuanNetKhwahsung-A	to dry (rice)	(ʔɑ) pʰəu
8469	LaituPharpyaw-A	to dry (rice)	(ʔɑ) pʰəu
8470	LaituPheithapyin-A	to dry (rice)	(ʔɑ) pʰəu
8471	SumtuDookkan-A	to dry (rice)	(ʔɑ) pʰo
8472	NggaKantthayung-A	to dry (rice)	sɑŋ.pʰo
8473	NggaHlaLawngPang-A	to dry (rice)	sɑŋ.pʰo
8474	KaangKruk-A	to dry (rice)	pʰəu kɨ
8475	ChangpyangChangPyang-A	to dry (rice)	vou ʔɨn
8476	DaaiTuisip-A	to dry (rice)	pʰəu
8477	DaaiAmsoi-A	to dry (rice)	pʰou
8478	DaaiKalim-A	to dry (rice)	vəu
8479	DaaiKaangKhinphong-A	to dry (rice)	pʰou kɨ
8480	DaaiLowerKheng-A	to dry (rice)	pʰou kɨ
8481	DaaiMartu-A	to dry (rice)	pʰɔŋ
8482	DaaiRung-A	to dry (rice)	ʔɑ k.pʰo
8483	DaaiLingtuiLungtui-A	to dry (rice)	pʰo
8484	DaaiAwisi-A	to dry (rice)	ʔɑ pʰoŋ
8485	DaaiNgxang5HungNghang-A	to dry (rice)	pʰou
8486	DaaiNgxang6KhengsanuNghang-A	to dry (rice)	pʰou
8487	DaaiNgxang7HmungtunuNghang-A	to dry (rice)	pʰou(k) ti
8488	DaaiYet3BuchaungwaYet-A	to dry (rice)	pʰou(k) ki
8489	DaaiYetHettui4MawsungkyiYet-A	to dry (rice)	pʰou(k) ki
8490	DaarYinduLontung-A	to dry (rice)	pʰoʔ
8491	DaarYinduMsatui-A	to dry (rice)	pʰo
8492	DaaiTuili-A	to dry (rice)	pʰo ki
8493	DaaiMkuiimnu-A	to dry (rice)	pʰo ki
8494	DaaiBantoi-A	to dry (rice)	pʰəu ki
8495	DaaiDuk-A	to dry (rice)	pʰou ki
8496	DaaiNghngiloor-A	to dry (rice)	pʰəu ki
8497	RawngtuWeilong-A	to dry (rice)	pʰɔu tɨ
8498	RawngtuKyawnNam-A	to dry (rice)	pʰou tɑ
8499	RawngtuBoishi-A	to dry (rice)	vou kʰɨ
8500	RawngtuRamtim-A	to dry (rice)	vou kʰɨ
8501	MatuPhaneng-A	to dry (rice)	vou
8502	MroKhimiAreong10KyaGaungvillageMrokhami-A	to dry (rice)	pʰo
8503	AreongKuwa-A	to dry (rice)	sɑ.xɑŋ.bɑu.dɪʔ
8504	AreongKhuHlaing-A	to dry (rice)	bɑu.diʔ
8505	xenaAgYa-A	to dry (rice)	bɑu.diʔ
8506	XangtauNgaYoukKaing-A	to dry (rice)	bɑu.diʔ
8507	WakungAwaPyin-A	to dry (rice)	sɑ.bɑ.dɛ
8508	WakungMarlar-A	to dry (rice)	bɑu.dɛ
8509	WakungMyaTay-A	to dry (rice)	sɑ.bɑ.dɛ
8510	WakungKwaeChaung-A	to dry (rice)	sɑ.bɑ.dɛ
8511	WakungLwinpuTaung-A	to dry (rice)	sɑ.bɑ.dɛ
8512	MrusaDakKthiHl-A	to dry (rice)	ɑŋ.bɑ.lɑŋ.hɛ
8513	AsangLamoitong-A	to dry (rice)	saŋ.ɣɔk.t̪ak
8514	Zotung-A	to dry (rice)	rei
8515	HakhaHakhaTown-A	to dry (rice)	pʰo
8516	Mara-A	to dry (rice)	fɑ.jɔ
8517	Zophei-A	to dry (rice)	ʔɑ.pʰɔi
24654	TaungthaKyarOoYin-T-3	to dye	ʔu.jɔŋ.r̥u
24655	TaungthaYeShin-T-4	to dye	ʔɑ.jɔŋ.dɑŋ
24656	MaraNgaphaipi-T-6	to dye	ro.pʰe.tei
24657	MaraLailenpi-T-5	to dye	ʔɑ.zɔŋ.mə.tʰu
24658	ThaiphumRengkheng-T-7	to dye	ʔɑ.sʰi.buʔ
24659	BawmBahungTaung-T-8	to dye	ʔɑ.rɔŋ.kʰlɑ
24660	AshoKokanTan-A-1	to dye	tʰə.lɛ.tɔŋ
24661	AshoPadekyawt-A-2	to dye	jɑuŋ.ʃə
24662	AshoPadar-A-3	to dye	jɔŋ.ʃə
24663	AshoSalu-A-4	to dye	ʔɑ.jɔŋ.ʃo
24664	AshoTarye-A-5	to dye	ʔɑ.jɔŋ.ʃə
24665	AshoKankawTaung-A-6	to dye	ʔɑ.juŋ.sʰi
24666	AshoJatetaw-A-7	to dye	ʔɑ.jɔŋ.tɑu
24667	AshoShinsawPyin-A-8	to dye	jɔŋ.to.kə
24668	AshoKhamaungShaeTaing-A-9	to dye	sʰe.je
24669	AshoSaryeKwin-A-10	to dye	tʰə.lɑi.sʰə.jə
24670	AshoLinde-A-11	to dye	jɔŋ.to.tə
24671	AshoTayPhyu-A-13	to dye	ʔɑ.jɔŋ.toʔ.kə
24672	UppuBuddhagarma-U-2	to dye	k.ʃɯ
24673	UppuKhaingzi-U-3	to dye	ʔ.tʃʰɯ
24674	UppuChinLetmon-U-4	to dye	ʔ.jɔŋ.sʰɯ
24675	UppuKyinDwe-U-5	to dye	ʔ.juŋ.ʔə.sʰɯ
24676	UppuYan-U-6	to dye	ʔ.juŋ.sʰɯ
24677	UppuNatkyi-U-7	to dye	ʔ.juŋ.sʰɯ
24678	MayinnOwnwa-U-9	to dye	ʔ.juŋ.tʃʰɯ.wət
24679	LonpawKhoimalaung-U-9	to dye	ʔ.juŋ.ʃɯ.wət
24680	DoituHetsawlay-U-11	to dye	k.sʰo
24681	LaituKhuasung-U-12	to dye	ʔ.sʰo
24682	LaituZaingchaung-U-13	to dye	ʔ.ji.mɑ
24683	LaituKruChaung-U-14	to dye	ʔ.sʰɯ
24684	EkaiDaletYwaHaung-D-1	to dye	ɑ.hlɯ
24685	KhulaiAyeChaungKwanwa-D-5	to dye	ɑ.sʰɯ
24686	DaituNyaungChaungYwa-D-4	to dye	ɑ.sʰɯ
24687	KhamawLakeKone-D-2	to dye	ɑ.sʰɯ
24688	SaingbongAyoTaung-D-3	to dye	sʰo.və
24689	SaingbongAnnChaungYonChaung-A	to dye	sʰɯ
24690	UppuKhaici-A	to dye	ʃu (loaned word?)
24691	LaisawThuHtayKung-A	to dye	ʔɑ.luŋ.səʔ
24692	LaisawMraukUTown-A	to dye	ʔɑ.luŋ.ʔɑ.sʰeŋ
24693	HyowKongtuBoroKukyachariinRajasthali-A	to dye	ɔi̯
24694	HyowLaituGhungurumukParainBandarban-A	to dye	ɔi̯
24695	SonglaiHettui8KarchaungHettui-A	to dye	ʔɑ luʔ
24696	SonglaiMaungUmSong1MaungUmSong-A	to dye	ʔɑ ʃuʔ
24697	SonglaiDoitu9MaungYwaDoitu-A	to dye	pʰɨm
24698	LaituSangkai-A	to dye	sʰu.mɑik/me
24699	LaituKaikyi-A	to dye	kʰəu
24700	LaituAhongdong-A	to dye	(kɑ) n̥əuʔ
24701	LaituNyuanNetKhwahsung-A	to dye	(ʔɑ) ʃɨ (loan word?)
24702	LaituPharpyaw-A	to dye	ʃoʔ (Rakhaine?)
24703	LaituPheithapyin-A	to dye	(kɑ) n̥əuʔ
24704	SumtuDookkan-A	to dye	(mɑi) (ʔɑ) t̯ɔŋ
24705	NggaKantthayung-A	to dye	ʔɑ jɔŋ.sʰo
24706	NggaHlaLawngPang-A	to dye	ʔɑ jɔŋ.sʰo
24707	KaangKruk-A	to dye	pin (black) tʰɔŋ
24708	ChangpyangChangPyang-A	to dye	lɔiʔ ʔɨn
24709	DaaiTuisip-A	to dye	tʰiːm
24710	DaaiAmsoi-A	to dye	tʰiːm
24711	DaaiKalim-A	to dye	ʃiːm
24712	DaaiKaangKhinphong-A	to dye	pin(color) ʔɑ luʔ
24713	DaaiLowerKheng-A	to dye	pin(color) lu ki
24714	DaaiMartu-A	to dye	tʃʰɛm.nɔ
24715	DaaiRung-A	to dye	tʰiːm
24716	DaaiLingtuiLungtui-A	to dye	ʔɑ tʰiːm (dye red color)
24717	DaaiAwisi-A	to dye	ʔɑ tʰiːm (dye red color)
24718	DaaiNgxang5HungNghang-A	to dye	sʰɨː
24719	DaaiNgxang6KhengsanuNghang-A	to dye	sʰɨːk ki
24720	DaaiNgxang7HmungtunuNghang-A	to dye	sʰɨ
24721	DaaiYet3BuchaungwaYet-A	to dye	sʰɨː ki
24722	DaaiYetHettui4MawsungkyiYet-A	to dye	sʰɨː ki/luː ki
24723	DaarYinduMsatui-A	to dye	ᵐsʰɛn
24724	DaaiTuili-A	to dye	ɣu ki
24725	DaaiMkuiimnu-A	to dye	ᵐɬɛ ki
24726	DaaiBantoi-A	to dye	lu ki
24727	DaaiDuk-A	to dye	lu ki
24728	DaaiNghngiloor-A	to dye	sʰɨ k.ti
24729	RawngtuWeilong-A	to dye	ɗum tɨ
24730	RawngtuKyawnNam-A	to dye	(ʔuŋ tɑ)
24731	RawngtuBoishi-A	to dye	ɬuk (paint)
24732	RawngtuRamtim-A	to dye	m̥o kʰɨ
24733	MatuPhaneng-A	to dye	ʔɑ tʰim
24734	MroKhimiAreong10KyaGaungvillageMrokhami-A	to dye	ʔɑ tʰiːm (dye red color)
24735	AreongKuwa-A	to dye	mə.sɪ.diʔ
24736	xenaAgYa-A	to dye	kə.lɔŋ.diʔ
24737	XangtauNgaYoukKaing-A	to dye	kə.sʰi.kə.lɔ.diʔ
24738	WakungAwaPyin-A	to dye	sʰɔ.si.sʰɔ.dɛ
24739	WakungMarlar-A	to dye	tɑ.xou.dɛ
24740	WakungMyaTay-A	to dye	sʰɔ.si.sʰɔ.dɛ
24741	WakungKwaeChaung-A	to dye	sʰɔ.dɛ
24742	WakungLwinpuTaung-A	to dye	sʰɔ.dɛ
24743	MrusaDakKthiHl-A	to dye	sɔi
24744	AsangLamoitong-A	to dye	ə.rɔŋ.pə.suŋ
24745	Zotung-A	to dye	ɑʔ.sʰi.tʰu
24746	HakhaHakhaTown-A	to dye	bur
24747	Mara-A	to dye	ro
24748	Zophei-A	to dye	ʔɑ.bu
28184	TaungthaWethet-T-1	to eat	tə.vɑŋ
28185	TaungthaThanpuya-T-2	to eat	tə
28186	TaungthaKyarOoYin-T-3	to eat	ʔɑ.tə
28187	TaungthaYeShin-T-4	to eat	ʔɑ.xo
28188	MaraNgaphaipi-T-6	to eat	nɛiʔ
28189	MaraLailenpi-T-5	to eat	nɛiʔ
28190	ThaiphumRengkheng-T-7	to eat	sɑ
28191	BawmBahungTaung-T-8	to eat	ʔɑi
28192	AshoKokanTan-A-1	to eat	ʔe
28193	AshoPadekyawt-A-2	to eat	ʔe
28194	AshoPadar-A-3	to eat	ʔe
28195	AshoSalu-A-4	to eat	ʔe
28196	AshoTarye-A-5	to eat	ʔe
28197	AshoKankawTaung-A-6	to eat	ʔe
28198	AshoJatetaw-A-7	to eat	ʔe
28199	AshoShinsawPyin-A-8	to eat	ʔe
28200	AshoKhamaungShaeTaing-A-9	to eat	kə.ʔe.je
28201	AshoSaryeKwin-A-10	to eat	mlɔ.ʔe.jə
28202	AshoLinde-A-11	to eat	e.je
28203	AshoTayPhyu-A-13	to eat	e
